Mass (u)	P1_SQ2	P1_SQ1	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ2	P2_SQ1	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ2	P3_SQ1	P3_SQ3	P3_SQ4	P3_SQ5
504.7279	1.24E-04	2.87E-06	2.00E-04	2.22E-04	2.18E-04	1.96E-04	2.35E-06	1.96E-04	2.27E-04	3.17E-04	1.82E-04	2.20E-06	2.07E-04	2.12E-04	1.90E-04
506.2201	8.83E-05	3.59E-06	1.31E-04	1.97E-04	2.36E-04	1.13E-04	0.00E+00	1.34E-04	2.05E-04	3.04E-04	9.86E-05	1.46E-06	1.16E-04	1.88E-04	2.20E-04
506.8338	8.70E-05	2.15E-06	1.38E-04	1.84E-04	2.22E-04	1.06E-04	3.13E-06	1.30E-04	2.06E-04	2.74E-04	8.68E-05	7.32E-07	1.19E-04	1.69E-04	2.17E-04
507.9604	6.70E-05	7.17E-07	1.21E-04	1.58E-04	1.84E-04	9.50E-05	1.57E-06	1.12E-04	1.57E-04	2.11E-04	9.11E-05	1.46E-06	1.10E-04	1.46E-04	1.84E-04
509.2592	1.46E-04	2.87E-06	2.20E-04	2.78E-04	3.16E-04	1.89E-04	3.13E-06	2.18E-04	3.07E-04	3.26E-04	1.91E-04	1.46E-06	1.90E-04	2.74E-04	3.30E-04
509.9899	3.36E-04	7.17E-07	4.71E-04	6.09E-04	7.35E-04	4.09E-04	0.00E+00	4.84E-04	6.44E-04	6.81E-04	4.10E-04	0.00E+00	4.39E-04	6.27E-04	7.60E-04
510.7207	1.91E-04	0.00E+00	3.14E-04	4.50E-04	5.28E-04	2.72E-04	2.35E-06	3.08E-04	4.64E-04	5.30E-04	2.72E-04	2.93E-06	2.96E-04	4.39E-04	5.24E-04
512.0158	9.36E-05	7.17E-07	1.44E-04	2.01E-04	2.46E-04	1.38E-04	7.83E-07	1.46E-04	1.89E-04	2.69E-04	1.13E-04	7.32E-07	1.34E-04	1.81E-04	2.31E-04
512.8313	7.40E-05	2.87E-06	1.06E-04	1.45E-04	1.63E-04	9.21E-05	7.83E-07	1.00E-04	1.50E-04	1.90E-04	9.03E-05	7.32E-07	1.12E-04	1.33E-04	1.58E-04
514.1573	6.61E-05	3.59E-06	9.52E-05	1.35E-04	1.74E-04	8.57E-05	3.13E-06	9.71E-05	1.38E-04	1.94E-04	6.96E-05	4.39E-06	8.57E-05	1.25E-04	1.66E-04
514.8009	5.70E-05	5.74E-06	6.97E-05	1.25E-04	1.35E-04	6.19E-05	2.35E-06	8.32E-05	1.24E-04	1.63E-04	7.00E-05	6.59E-06	7.89E-05	1.07E-04	1.26E-04
516.1784	5.57E-05	2.87E-06	8.23E-05	1.34E-04	1.69E-04	7.83E-05	3.91E-06	9.71E-05	1.49E-04	1.89E-04	7.67E-05	3.66E-06	9.19E-05	1.32E-04	1.66E-04
517.102	5.70E-05	3.59E-06	8.93E-05	1.57E-04	1.80E-04	8.98E-05	5.48E-06	1.02E-04	1.58E-04	1.82E-04	8.25E-05	4.39E-06	8.93E-05	1.43E-04	1.66E-04
518.1019	9.79E-05	7.17E-07	1.82E-04	2.48E-04	2.95E-04	1.22E-04	2.35E-06	1.47E-04	2.52E-04	2.99E-04	1.27E-04	2.20E-06	1.64E-04	2.25E-04	2.90E-04
518.7576	6.96E-05	1.43E-06	1.06E-04	1.80E-04	2.03E-04	9.06E-05	0.00E+00	1.02E-04	1.70E-04	2.16E-04	9.03E-05	2.93E-06	1.10E-04	1.67E-04	2.00E-04
520.2347	1.31E-04	5.74E-06	2.28E-04	2.34E-04	2.45E-04	2.18E-04	4.70E-06	2.63E-04	2.46E-04	4.72E-04	1.81E-04	4.39E-06	1.96E-04	1.95E-04	2.09E-04
520.7019	1.40E-04	5.74E-06	2.67E-04	2.26E-04	2.17E-04	2.40E-04	3.13E-06	2.75E-04	2.36E-04	4.54E-04	2.04E-04	5.12E-06	2.13E-04	1.94E-04	1.71E-04
522.2155	1.11E-04	1.43E-06	1.64E-04	1.95E-04	2.00E-04	1.65E-04	2.35E-06	1.96E-04	2.12E-04	4.24E-04	1.19E-04	2.93E-06	1.39E-04	1.82E-04	1.86E-04
522.7004	1.16E-04	3.59E-06	1.99E-04	1.95E-04	1.92E-04	1.82E-04	7.83E-07	2.10E-04	2.06E-04	4.37E-04	1.39E-04	2.20E-06	1.62E-04	1.43E-04	1.63E-04
524.2054	8.49E-05	0.00E+00	1.49E-04	2.10E-04	2.37E-04	1.32E-04	7.83E-07	1.61E-04	2.00E-04	2.70E-04	1.28E-04	2.20E-06	1.37E-04	1.89E-04	2.31E-04
524.8578	9.36E-05	0.00E+00	1.36E-04	1.69E-04	2.01E-04	1.30E-04	2.35E-06	1.34E-04	1.70E-04	2.31E-04	1.33E-04	7.32E-07	1.43E-04	1.51E-04	1.84E-04
526.1666	9.88E-04	1.43E-06	1.19E-03	1.38E-03	1.51E-03	1.21E-03	7.83E-07	1.38E-03	1.47E-03	1.43E-03	1.21E-03	7.32E-07	1.27E-03	1.52E-03	1.57E-03
526.7386	2.66E-03	3.59E-06	3.07E-03	3.60E-03	3.89E-03	3.10E-03	3.13E-06	3.28E-03	3.85E-03	3.53E-03	3.23E-03	0.00E+00	3.44E-03	3.97E-03	4.10E-03
528.1817	1.87E-04	2.15E-06	2.53E-04	3.37E-04	3.65E-04	2.82E-04	1.57E-06	2.97E-04	3.49E-04	4.02E-04	2.64E-04	7.32E-07	2.79E-04	3.22E-04	3.54E-04
528.7365	3.52E-04	0.00E+00	3.91E-04	4.44E-04	4.71E-04	4.16E-04	7.83E-07	4.45E-04	5.26E-04	5.33E-04	4.49E-04	2.20E-06	4.37E-04	4.88E-04	5.01E-04
530.1882	7.22E-05	1.43E-06	1.34E-04	1.84E-04	2.38E-04	9.88E-05	7.83E-07	1.46E-04	2.00E-04	2.94E-04	1.07E-04	7.32E-07	1.27E-04	1.81E-04	2.06E-04
530.7436	5.96E-05	7.17E-07	1.18E-04	1.47E-04	1.73E-04	9.69E-05	7.83E-07	1.14E-04	1.78E-04	2.30E-04	8.37E-05	2.20E-06	8.75E-05	1.38E-04	1.79E-04
532.2041	5.31E-05	7.17E-07	8.56E-05	1.22E-04	1.51E-04	7.34E-05	7.83E-07	8.67E-05	1.28E-04	1.92E-04	5.79E-05	0.00E+00	7.74E-05	1.14E-04	1.40E-04
532.8597	4.35E-05	7.17E-07	7.16E-05	1.05E-04	1.32E-04	5.89E-05	7.83E-07	6.87E-05	1.00E-04	1.39E-04	5.44E-05	1.46E-06	6.55E-05	9.79E-05	1.17E-04
534.2274	1.52E-04	2.15E-06	2.71E-04	3.86E-04	4.70E-04	2.14E-04	7.83E-07	2.48E-04	4.01E-04	4.57E-04	1.89E-04	1.46E-06	2.45E-04	3.66E-04	4.82E-04
534.7325	2.94E-04	0.00E+00	5.06E-04	7.89E-04	9.44E-04	3.89E-04	7.83E-07	4.71E-04	7.91E-04	7.68E-04	4.22E-04	1.46E-06	4.88E-04	7.79E-04	9.67E-04
536.0205	8.70E-05	0.00E+00	1.27E-04	1.89E-04	2.20E-04	1.18E-04	1.57E-06	1.39E-04	1.94E-04	2.35E-04	1.05E-04	7.32E-07	1.38E-04	1.75E-04	2.16E-04
536.774	7.35E-05	7.17E-07	1.15E-04	1.60E-04	1.82E-04	9.73E-05	3.91E-06	1.12E-04	1.67E-04	2.02E-04	8.68E-05	2.20E-06	9.69E-05	1.39E-04	1.86E-04
538.1805	7.31E-05	7.17E-06	1.08E-04	1.49E-04	1.69E-04	9.13E-05	7.04E-06	1.09E-04	1.54E-04	2.38E-04	8.06E-05	8.05E-06	1.05E-04	1.39E-04	1.56E-04
538.7573	4.70E-05	1.29E-05	6.83E-05	1.03E-04	1.16E-04	5.78E-05	1.02E-05	7.80E-05	1.07E-04	1.51E-04	6.37E-05	1.02E-05	5.86E-05	9.27E-05	1.10E-04
540.232	4.26E-05	7.89E-06	7.90E-05	1.14E-04	1.15E-04	7.01E-05	1.10E-05	8.74E-05	1.12E-04	1.69E-04	6.10E-05	8.05E-06	7.45E-05	1.01E-04	1.05E-04
540.8099	4.44E-05	2.87E-06	6.53E-05	8.13E-05	1.07E-04	6.11E-05	1.02E-05	6.31E-05	9.76E-05	1.43E-04	5.16E-05	4.39E-06	7.02E-05	8.68E-05	9.14E-05
542.2182	9.23E-05	2.15E-06	1.50E-04	2.09E-04	2.61E-04	1.26E-04	3.13E-06	1.50E-04	2.23E-04	2.78E-04	1.21E-04	5.12E-06	1.25E-04	1.92E-04	2.59E-04
542.7347	1.18E-04	2.15E-06	1.34E-04	2.33E-04	2.74E-04	1.06E-04	2.35E-06	1.44E-04	2.13E-04	2.81E-04	1.17E-04	2.93E-06	1.28E-04	2.18E-04	2.64E-04
544.2159	4.65E-04	3.59E-06	8.04E-04	8.31E-04	7.64E-04	7.78E-04	2.35E-06	9.41E-04	8.86E-04	1.22E-03	6.67E-04	3.66E-06	7.50E-04	6.85E-04	6.70E-04
544.6922	5.12E-04	1.43E-06	9.14E-04	8.77E-04	7.72E-04	8.66E-04	7.83E-07	9.25E-04	8.85E-04	1.19E-03	7.24E-04	4.39E-06	8.20E-04	7.17E-04	6.67E-04
546.2238	2.08E-04	2.15E-06	3.33E-04	3.43E-04	3.37E-04	3.10E-04	0.00E+00	3.71E-04	3.59E-04	5.65E-04	2.72E-04	7.32E-07	2.95E-04	2.94E-04	2.89E-04
546.6956	2.42E-04	7.17E-07	3.81E-04	3.89E-04	3.64E-04	3.52E-04	3.13E-06	3.69E-04	3.78E-04	5.29E-04	3.11E-04	3.66E-06	3.26E-04	3.16E-04	3.19E-04
547.9988	8.79E-05	7.17E-07	1.20E-04	1.67E-04	1.93E-04	1.13E-04	0.00E+00	1.26E-04	1.74E-04	2.21E-04	1.10E-04	7.32E-07	1.20E-04	1.40E-04	1.83E-04
548.7539	5.27E-05	0.00E+00	8.63E-05	1.18E-04	1.26E-04	7.19E-05	2.35E-06	8.74E-05	1.16E-04	1.54E-04	8.25E-05	1.46E-06	7.96E-05	1.17E-04	1.29E-04
550.1924	6.31E-05	7.17E-07	1.06E-04	1.76E-04	2.17E-04	9.17E-05	7.83E-07	1.08E-04	1.67E-04	2.32E-04	9.74E-05	0.00E+00	1.07E-04	1.63E-04	2.04E-04
550.7578	9.36E-05	0.00E+00	1.63E-04	2.41E-04	2.73E-04	1.13E-04	7.83E-07	1.53E-04	2.18E-04	2.66E-04	1.15E-04	7.32E-07	1.43E-04	2.19E-04	2.66E-04
552.1537	1.64E-04	0.00E+00	2.77E-04	3.26E-04	3.36E-04	1.97E-04	7.83E-07	2.52E-04	3.23E-04	4.24E-04	2.04E-04	2.20E-06	2.37E-04	2.76E-04	3.13E-04
552.702	2.25E-04	7.17E-07	3.49E-04	4.61E-04	4.96E-04	2.87E-04	0.00E+00	3.45E-04	4.40E-04	5.13E-04	2.50E-04	0.00E+00	3.32E-04	4.05E-04	4.65E-04
554.1687	9.75E-05	0.00E+00	1.55E-04	2.36E-04	2.61E-04	1.26E-04	7.83E-07	1.75E-04	2.37E-04	3.10E-04	1.24E-04	1.46E-06	1.53E-04	2.13E-04	2.31E-04
554.7175	9.23E-05	1.43E-06	1.57E-04	2.17E-04	2.27E-04	1.19E-04	3.91E-06	1.26E-04	1.91E-04	2.48E-04	1.13E-04	2.93E-06	1.37E-04	1.79E-04	2.06E-04
556.1932	5.35E-05	7.89E-06	9.52E-05	1.28E-04	1.47E-04	8.27E-05	1.02E-05	1.08E-04	1.25E-04	2.01E-04	7.94E-05	2.93E-06	7.92E-05	1.04E-04	1.34E-04
556.8032	3.79E-05	1.08E-05	6.16E-05	9.29E-05	1.01E-04	7.49E-05	1.10E-05	6.10E-05	9.31E-05	1.28E-04	5.98E-05	1.02E-05	6.00E-05	8.56E-05	9.86E-05
558.2242	6.53E-05	4.30E-06	1.20E-04	1.84E-04	2.12E-04	9.47E-05	6.26E-06	1.15E-04	1.67E-04	2.48E-04	8.76E-05	6.59E-06	1.13E-04	1.64E-04	1.93E-04
558.7453	6.22E-05	3.59E-06	1.07E-04	1.74E-04	1.95E-04	7.94E-05	6.26E-06	9.99E-05	1.76E-04	2.14E-04	8.37E-05	4.39E-06	1.01E-04	1.43E-04	2.10E-04
560.1835	9.66E-05	4.30E-06	1.37E-04	2.00E-04	2.38E-04	1.23E-04	1.57E-06	1.35E-04	2.02E-04	2.71E-04	1.05E-04	0.00E+00	1.33E-04	1.88E-04	2.20E-04
560.6979	8.79E-05	4.30E-06	1.32E-04	1.93E-04	2.46E-04	1.05E-04	2.35E-06	1.34E-04	1.92E-04	2.34E-04	9.50E-05	2.93E-06	1.21E-04	1.83E-04	2.31E-04
562.1973	1.06E-04	2.15E-06	1.52E-04	1.93E-04	2.15E-04	1.64E-04	1.57E-06	1.93E-04	2.36E-04	2.89E-04	1.47E-04	2.93E-06	1.81E-04	1.84E-04	2.06E-04
562.7731	7.09E-05	2.15E-06	1.04E-04	1.34E-04	1.57E-04	1.04E-04	7.83E-07	1.12E-04	1.31E-04	1.98E-04	8.76E-05	7.32E-07	1.04E-04	1.23E-04	1.27E-04
564.2104	6.88E-05	7.17E-07	1.13E-04	1.37E-04	1.45E-04	1.14E-04	7.83E-07	1.31E-04	1.37E-04	2.18E-04	9.23E-05	1.46E-06	1.03E-04	1.21E-04	1.28E-04
564.806	4.00E-05	1.43E-06	7.56E-05	1.05E-04	1.06E-04	7.68E-05	2.35E-06	9.09E-05	1.15E-04	1.62E-04	6.73E-05	7.32E-07	6.87E-05	9.02E-05	9.89E-05
566.2076	7.48E-05	1.43E-06	1.32E-04	1.96E-04	2.23E-04	1.11E-04	0.00E+00	1.34E-04	2.04E-04	2.85E-04	9.27E-05	7.32E-07	1.11E-04	1.85E-04	2.07E-04
566.7674	8.83E-05	1.43E-06	1.33E-04	1.81E-04	2.22E-04	1.09E-04	1.57E-06	1.36E-04	1.81E-04	2.60E-04	1.03E-04	7.32E-07	1.20E-04	1.77E-04	2.17E-04
568.185	1.74E-03	1.43E-06	2.25E-03	2.74E-03	2.92E-03	2.25E-03	5.48E-06	2.66E-03	2.88E-03	3.02E-03	2.18E-03	2.20E-06	2.41E-03	2.73E-03	2.87E-03
568.7036	4.75E-03	7.17E-07	5.45E-03	5.79E-03	5.97E-03	5.39E-03	1.57E-06	5.59E-03	6.13E-03	5.53E-03	5.40E-03	7.32E-07	5.76E-03	6.30E-03	6.29E-03
570.1184	1.74E-04	4.30E-06	2.37E-04	3.18E-04	3.36E-04	2.34E-04	2.35E-06	2.75E-04	3.16E-04	3.51E-04	2.07E-04	1.46E-06	2.39E-04	2.91E-04	3.23E-04
570.7164	2.32E-04	0.00E+00	3.03E-04	3.35E-04	3.59E-04	2.80E-04	1.57E-06	2.95E-04	3.41E-04	3.65E-04	2.63E-04	0.00E+00	3.03E-04	3.60E-04	3.69E-04
572.0672	6.79E-05	0.00E+00	1.09E-04	1.42E-04	1.55E-04	9.99E-05	0.00E+00	1.04E-04	1.54E-04	1.90E-04	9.23E-05	7.32E-07	1.08E-04	1.44E-04	1.61E-04
572.8479	6.53E-05	2.87E-06	9.59E-05	1.16E-04	1.20E-04	8.95E-05	0.00E+00	7.49E-05	1.13E-04	1.46E-04	6.80E-05	7.32E-07	7.81E-05	1.09E-04	1.22E-04
574.1467	4.22E-05	2.15E-06	9.45E-05	1.31E-04	1.59E-04	7.57E-05	1.57E-06	9.29E-05	1.42E-04	1.88E-04	7.70E-05	2.20E-06	7.27E-05	1.28E-04	1.63E-04
574.7773	4.18E-05	3.59E-06	7.45E-05	1.06E-04	1.28E-04	6.97E-05	2.35E-06	7.35E-05	1.03E-04	1.56E-04	5.24E-05	2.20E-06	6.37E-05	9.33E-05	1.22E-04
576.1541	2.91E-04	2.87E-06	5.08E-04	7.62E-04	8.53E-04	4.07E-04	1.57E-06	5.33E-04	7.66E-04	8.80E-04	3.54E-04	1.46E-06	4.60E-04	7.05E-04	7.98E-04
576.7012	4.42E-04	2.15E-06	7.40E-04	1.13E-03	1.28E-03	5.52E-04	2.35E-06	6.53E-04	1.07E-03	1.11E-03	5.70E-04	7.32E-07	7.03E-04	1.05E-03	1.32E-03
578.1139	8.49E-05	0.00E+00	1.28E-04	1.88E-04	2.23E-04	1.07E-04	7.83E-07	1.30E-04	2.05E-04	2.85E-04	1.01E-04	1.46E-06	1.19E-04	1.68E-04	2.20E-04
578.7373	6.14E-05	1.43E-06	1.09E-04	1.52E-04	1.67E-04	7.72E-05	7.83E-07	9.99E-05	1.49E-04	2.11E-04	8.21E-05	7.32E-07	9.95E-05	1.29E-04	1.77E-04
580.1151	8.40E-05	2.87E-06	1.34E-04	1.60E-04	1.92E-04	1.22E-04	2.35E-06	1.51E-04	1.76E-04	2.63E-04	1.10E-04	1.46E-06	1.24E-04	1.54E-04	1.69E-04
580.768	5.13E-05	1.43E-06	9.59E-05	9.65E-05	1.13E-04	7.75E-05	2.35E-06	8.60E-05	1.01E-04	1.64E-04	6.37E-05	3.66E-06	7.34E-05	9.02E-05	9.62E-05
582.1856	5.48E-05	1.43E-06	9.04E-05	1.26E-04	1.49E-04	1.01E-04	1.57E-06	1.11E-04	1.30E-04	2.30E-04	9.27E-05	2.20E-06	8.61E-05	1.09E-04	1.29E-04
582.732	5.31E-05	7.17E-07	7.60E-05	1.05E-04	1.07E-04	7.27E-05	1.57E-06	8.18E-05	9.34E-05	2.20E-04	6.22E-05	1.46E-06	7.56E-05	8.71E-05	9.08E-05
584.199	1.25E-04	0.00E+00	1.73E-04	2.83E-04	3.38E-04	1.36E-04	7.83E-07	1.82E-04	2.70E-04	3.77E-04	1.42E-04	0.00E+00	1.63E-04	2.69E-04	3.16E-04
584.695	1.99E-04	2.15E-06	1.98E-04	2.91E-04	3.33E-04	1.47E-04	7.83E-07	1.60E-04	2.93E-04	3.46E-04	1.48E-04	0.00E+00	1.64E-04	2.80E-04	3.52E-04
586.1791	1.54E-04	0.00E+00	1.82E-04	2.24E-04	3.03E-04	2.21E-04	7.83E-07	2.13E-04	2.51E-04	3.21E-04	1.93E-04	7.32E-07	2.29E-04	2.56E-04	2.90E-04
586.7582	8.83E-05	0.00E+00	1.18E-04	1.57E-04	1.71E-04	1.54E-04	7.83E-07	1.30E-04	1.67E-04	2.16E-04	1.31E-04	2.20E-06	1.39E-04	1.52E-04	1.73E-04
588.136	1.15E-04	7.17E-07	1.81E-04	2.23E-04	2.37E-04	1.77E-04	7.83E-07	1.98E-04	2.36E-04	3.22E-04	1.59E-04	0.00E+00	1.68E-04	1.91E-04	2.18E-04
588.7378	8.83E-05	2.15E-06	1.44E-04	1.94E-04	2.05E-04	1.28E-04	1.57E-06	1.40E-04	1.99E-04	2.50E-04	1.32E-04	7.32E-07	1.23E-04	1.68E-04	1.96E-04
590.0777	7.92E-05	7.17E-07	1.44E-04	2.18E-04	2.25E-04	1.30E-04	7.83E-07	1.41E-04	2.21E-04	2.78E-04	1.10E-04	0.00E+00	1.52E-04	1.92E-04	2.30E-04
590.7301	6.09E-05	0.00E+00	9.93E-05	1.46E-04	1.59E-04	8.24E-05	2.35E-06	9.88E-05	1.50E-04	1.94E-04	8.92E-05	0.00E+00	9.30E-05	1.35E-04	1.56E-04
592.0733	1.67E-04	0.00E+00	2.78E-04	4.02E-04	4.66E-04	2.08E-04	0.00E+00	2.67E-04	3.91E-04	4.60E-04	2.04E-04	0.00E+00	2.48E-04	3.69E-04	4.71E-04
592.7026	1.26E-04	7.17E-07	1.82E-04	2.91E-04	3.35E-04	1.49E-04	0.00E+00	1.76E-04	2.75E-04	3.10E-04	1.49E-04	1.46E-06	1.76E-04	2.68E-04	3.43E-04
594.1676	5.40E-05	0.00E+00	8.19E-05	1.12E-04	1.39E-04	7.68E-05	7.83E-07	9.22E-05	1.25E-04	1.70E-04	6.45E-05	7.32E-07	8.97E-05	1.06E-04	1.38E-04
594.8936	3.61E-05	0.00E+00	5.68E-05	8.89E-05	1.13E-04	5.11E-05	7.83E-07	6.38E-05	9.23E-05	1.22E-04	4.58E-05	7.32E-07	6.33E-05	8.74E-05	1.07E-04
596.1282	5.83E-05	1.43E-06	9.52E-05	1.31E-04	1.57E-04	8.61E-05	7.83E-07	9.43E-05	1.31E-04	1.67E-04	7.43E-05	0.00E+00	8.64E-05	1.37E-04	1.52E-04
596.8075	4.83E-05	1.43E-06	7.79E-05	1.08E-04	1.22E-04	6.26E-05	1.57E-06	7.66E-05	9.99E-05	1.32E-04	6.02E-05	1.46E-06	7.63E-05	9.88E-05	1.24E-04
598.04	5.66E-05	8.61E-06	1.01E-04	1.31E-04	1.54E-04	8.39E-05	5.48E-06	1.02E-04	1.41E-04	2.21E-04	7.31E-05	8.78E-06	8.46E-05	1.22E-04	1.45E-04
598.697	5.57E-05	9.32E-06	8.78E-05	1.07E-04	1.20E-04	7.49E-05	6.26E-06	8.01E-05	1.15E-04	1.86E-04	6.45E-05	1.02E-05	7.74E-05	9.05E-05	1.01E-04
600.1252	1.18E-04	8.61E-06	2.09E-04	3.13E-04	3.82E-04	1.57E-04	3.13E-06	1.96E-04	3.03E-04	4.47E-04	1.33E-04	3.66E-06	1.77E-04	2.84E-04	3.37E-04
600.6937	8.92E-05	4.30E-06	1.55E-04	1.87E-04	2.47E-04	1.16E-04	3.13E-06	1.19E-04	2.01E-04	2.99E-04	1.08E-04	2.20E-06	1.21E-04	2.00E-04	2.34E-04
602.1581	5.35E-05	2.87E-06	8.93E-05	1.28E-04	1.50E-04	1.00E-04	1.57E-06	1.07E-04	1.36E-04	2.28E-04	8.76E-05	1.46E-06	8.54E-05	1.26E-04	1.45E-04
602.8874	4.53E-05	7.17E-07	7.49E-05	9.71E-05	1.13E-04	6.34E-05	0.00E+00	8.01E-05	1.12E-04	1.46E-04	5.75E-05	7.32E-07	6.26E-05	9.02E-05	1.05E-04
604.1825	1.40E-04	1.43E-06	2.51E-04	2.91E-04	3.06E-04	2.37E-04	0.00E+00	2.91E-04	3.14E-04	4.07E-04	2.20E-04	0.00E+00	2.56E-04	2.60E-04	2.61E-04
604.6981	5.74E-05	2.87E-06	1.10E-04	1.37E-04	1.39E-04	1.11E-04	1.57E-06	1.09E-04	1.34E-04	1.82E-04	1.14E-04	2.20E-06	1.07E-04	1.32E-04	1.29E-04
606.1491	1.04E-04	0.00E+00	1.50E-04	1.50E-04	1.70E-04	1.46E-04	1.57E-06	1.56E-04	1.72E-04	2.47E-04	1.21E-04	1.46E-06	1.32E-04	1.48E-04	1.67E-04
606.6924	6.61E-05	0.00E+00	9.78E-05	1.02E-04	1.16E-04	9.21E-05	0.00E+00	9.95E-05	1.15E-04	1.70E-04	8.84E-05	0.00E+00	8.32E-05	9.24E-05	1.09E-04
608.0926	7.40E-05	0.00E+00	1.31E-04	2.07E-04	2.38E-04	1.04E-04	7.83E-07	1.23E-04	2.06E-04	2.81E-04	8.92E-05	1.46E-06	1.18E-04	1.79E-04	2.37E-04
608.7215	5.83E-05	0.00E+00	1.07E-04	1.44E-04	1.90E-04	8.46E-05	7.83E-07	9.71E-05	1.43E-04	2.23E-04	6.73E-05	1.46E-06	9.04E-05	1.32E-04	1.67E-04
609.9805	5.79E-05	1.43E-06	9.52E-05	1.36E-04	1.69E-04	7.42E-05	0.00E+00	8.88E-05	1.35E-04	1.92E-04	6.65E-05	1.46E-06	8.14E-05	1.35E-04	1.44E-04
611.1132	8.01E-05	1.43E-06	1.06E-04	1.67E-04	1.90E-04	9.06E-05	2.35E-06	9.57E-05	1.54E-04	1.90E-04	8.25E-05	0.00E+00	1.07E-04	1.43E-04	1.80E-04
612.089	1.34E-04	0.00E+00	2.08E-04	3.02E-04	3.69E-04	1.97E-04	0.00E+00	2.31E-04	3.05E-04	3.55E-04	1.91E-04	1.46E-06	2.33E-04	2.76E-04	3.59E-04
612.6909	9.36E-05	0.00E+00	1.66E-04	2.46E-04	2.66E-04	1.22E-04	7.83E-07	1.40E-04	2.28E-04	2.51E-04	1.33E-04	2.20E-06	1.50E-04	2.27E-04	2.45E-04
614.0081	5.87E-05	2.87E-06	1.03E-04	1.57E-04	1.55E-04	7.94E-05	7.83E-07	1.01E-04	1.44E-04	2.10E-04	8.29E-05	0.00E+00	1.00E-04	1.27E-04	1.67E-04
614.795	3.22E-05	2.87E-06	6.05E-05	8.46E-05	1.05E-04	5.07E-05	1.57E-06	5.62E-05	8.90E-05	1.23E-04	5.51E-05	3.66E-06	5.43E-05	8.25E-05	9.35E-05
616.1232	5.18E-05	6.46E-06	7.82E-05	1.18E-04	1.50E-04	6.26E-05	7.04E-06	7.42E-05	1.24E-04	1.83E-04	5.16E-05	8.78E-06	7.20E-05	1.21E-04	1.39E-04
616.8172	3.13E-05	7.89E-06	5.87E-05	7.98E-05	1.09E-04	3.50E-05	9.39E-06	5.34E-05	7.75E-05	1.24E-04	4.15E-05	8.78E-06	4.67E-05	7.85E-05	9.83E-05
618.1355	3.05E-05	7.89E-06	6.57E-05	1.08E-04	1.21E-04	5.40E-05	5.48E-06	6.45E-05	1.09E-04	1.52E-04	5.44E-05	9.52E-06	5.90E-05	9.91E-05	1.07E-04
619.1417	4.66E-05	5.74E-06	6.53E-05	1.03E-04	1.14E-04	6.00E-05	5.48E-06	7.39E-05	9.08E-05	1.21E-04	5.91E-05	2.93E-06	6.00E-05	8.07E-05	1.17E-04
620.0619	5.96E-05	2.15E-06	1.10E-04	1.70E-04	1.95E-04	9.43E-05	4.70E-06	1.00E-04	1.80E-04	2.03E-04	9.19E-05	2.93E-06	1.07E-04	1.58E-04	1.92E-04
620.7592	3.61E-05	2.15E-06	7.23E-05	1.11E-04	1.40E-04	5.85E-05	1.57E-06	7.25E-05	1.15E-04	1.38E-04	5.20E-05	0.00E+00	6.08E-05	9.79E-05	1.15E-04
622.1484	1.06E-04	0.00E+00	1.99E-04	1.89E-04	1.88E-04	1.93E-04	2.35E-06	2.29E-04	2.01E-04	3.91E-04	1.43E-04	1.46E-06	1.70E-04	1.68E-04	1.57E-04
622.6517	8.79E-05	0.00E+00	1.83E-04	1.69E-04	1.44E-04	1.76E-04	7.83E-07	1.79E-04	1.78E-04	3.44E-04	1.24E-04	7.32E-07	1.58E-04	1.36E-04	1.22E-04
624.1268	8.75E-05	2.15E-06	1.61E-04	1.71E-04	1.74E-04	1.37E-04	2.35E-06	1.48E-04	1.72E-04	3.91E-04	1.13E-04	2.20E-06	1.27E-04	1.39E-04	1.65E-04
624.6641	8.66E-05	7.17E-07	1.42E-04	1.47E-04	1.55E-04	1.44E-04	0.00E+00	1.47E-04	1.43E-04	3.28E-04	1.11E-04	7.32E-07	1.23E-04	1.13E-04	1.26E-04
626.1316	6.31E-05	7.17E-07	1.10E-04	1.43E-04	1.78E-04	9.47E-05	0.00E+00	1.17E-04	1.57E-04	2.13E-04	8.41E-05	0.00E+00	9.87E-05	1.20E-04	1.57E-04
627.0045	7.05E-05	0.00E+00	9.08E-05	1.41E-04	1.49E-04	9.50E-05	7.83E-07	1.21E-04	1.37E-04	1.63E-04	8.41E-05	7.32E-07	1.02E-04	1.19E-04	1.41E-04
628.1156	6.71E-04	2.15E-06	7.65E-04	9.44E-04	1.02E-03	7.80E-04	0.00E+00	9.21E-04	1.03E-03	1.02E-03	8.37E-04	7.32E-07	8.37E-04	1.05E-03	1.10E-03
628.6871	1.69E-03	1.43E-06	2.06E-03	2.34E-03	2.60E-03	2.04E-03	7.83E-07	2.15E-03	2.57E-03	2.33E-03	2.08E-03	1.46E-06	2.30E-03	2.65E-03	2.77E-03
630.0609	1.52E-04	0.00E+00	1.98E-04	2.59E-04	2.78E-04	2.14E-04	7.83E-07	2.34E-04	2.86E-04	3.45E-04	2.22E-04	1.46E-06	2.20E-04	2.52E-04	2.91E-04
