Mass (u)	P1_SQ2	P1_SQ1	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ2	P2_SQ1	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ2	P3_SQ1	P3_SQ3	P3_SQ4	P3_SQ5
126.909	1.82E-03	4.48E-04	1.91E-03	2.14E-03	2.15E-03	1.99E-03	4.26E-04	2.04E-03	2.24E-03	2.26E-03	1.96E-03	3.41E-04	1.94E-03	2.13E-03	2.14E-03
127.9588	8.40E-05	2.01E-05	9.67E-05	1.33E-04	1.45E-04	8.31E-05	2.04E-05	1.01E-04	1.32E-04	1.80E-04	8.64E-05	2.20E-05	8.93E-05	1.31E-04	1.42E-04
128.9598	4.55E-04	5.81E-05	5.83E-04	7.82E-04	8.91E-04	5.01E-04	5.56E-05	5.84E-04	7.89E-04	1.08E-03	4.88E-04	6.00E-05	5.74E-04	7.50E-04	8.70E-04
129.9806	1.22E-04	1.51E-05	1.58E-04	1.95E-04	2.52E-04	1.21E-04	1.88E-05	1.51E-04	2.32E-04	2.94E-04	1.10E-04	1.54E-05	1.45E-04	2.02E-04	2.54E-04
130.973	4.57E-04	3.51E-05	7.03E-04	7.06E-04	7.91E-04	6.29E-04	3.76E-05	7.45E-04	7.96E-04	1.19E-03	4.89E-04	3.73E-05	6.24E-04	7.29E-04	8.11E-04
131.9898	1.26E-04	2.09E-04	1.80E-04	2.28E-04	2.79E-04	1.43E-04	2.18E-04	1.90E-04	2.24E-04	3.29E-04	1.28E-04	2.21E-04	1.73E-04	2.36E-04	2.75E-04
132.9937	4.25E-04	3.24E-04	5.56E-04	6.53E-04	7.04E-04	5.58E-04	2.99E-04	6.01E-04	6.70E-04	9.73E-04	5.16E-04	3.13E-04	5.68E-04	6.41E-04	7.06E-04
133.976	4.69E-04	2.12E-04	6.69E-04	8.17E-04	9.01E-04	5.83E-04	1.68E-04	7.51E-04	8.91E-04	9.41E-04	5.36E-04	2.12E-04	6.82E-04	8.41E-04	9.18E-04
134.9584	8.25E-04	2.73E-04	6.82E-04	7.95E-04	8.58E-04	7.41E-04	2.76E-04	7.15E-04	8.28E-04	1.08E-03	7.40E-04	3.43E-04	7.03E-04	8.08E-04	8.81E-04
135.9589	3.91E-04	3.98E-03	2.87E-04	3.11E-04	3.31E-04	3.30E-04	3.96E-03	3.40E-04	3.47E-04	4.47E-04	3.33E-04	3.97E-03	3.21E-04	3.38E-04	3.36E-04
136.9589	2.91E-03	8.94E-03	3.21E-03	3.36E-03	3.44E-03	3.56E-03	8.25E-03	3.59E-03	3.70E-03	3.77E-03	3.55E-03	8.76E-03	3.56E-03	3.69E-03	3.52E-03
137.9526	1.25E-04	1.29E-03	1.43E-04	1.65E-04	1.81E-04	1.41E-04	1.25E-03	1.48E-04	1.72E-04	2.73E-04	1.44E-04	1.29E-03	1.41E-04	1.70E-04	1.74E-04
138.9285	1.71E-03	1.47E-03	7.76E-04	7.96E-04	7.75E-04	7.83E-04	1.40E-03	8.29E-04	8.31E-04	1.27E-03	7.29E-04	1.42E-03	7.49E-04	7.92E-04	7.46E-04
139.9382	3.22E-04	1.80E-04	1.21E-04	1.58E-04	1.70E-04	1.55E-04	1.79E-04	1.53E-04	1.56E-04	2.78E-04	1.31E-04	1.79E-04	1.32E-04	1.36E-04	1.63E-04
140.9453	4.90E-04	1.72E-04	3.75E-04	4.40E-04	4.73E-04	3.38E-04	1.64E-04	4.01E-04	4.43E-04	6.49E-04	3.20E-04	1.50E-04	3.62E-04	4.30E-04	4.36E-04
141.9537	1.12E-04	2.51E-05	1.20E-04	1.37E-04	1.52E-04	1.07E-04	2.43E-05	1.22E-04	1.42E-04	2.01E-04	7.63E-05	2.64E-05	1.00E-04	1.40E-04	1.66E-04
142.9494	6.80E-04	6.53E-05	8.64E-04	1.11E-03	1.21E-03	7.28E-04	5.87E-05	8.34E-04	1.13E-03	1.22E-03	7.18E-04	6.00E-05	8.46E-04	1.08E-03	1.22E-03
143.9587	1.22E-04	2.40E-04	1.39E-04	1.89E-04	2.36E-04	1.03E-04	2.50E-04	1.37E-04	1.88E-04	2.41E-04	1.15E-04	2.04E-04	1.37E-04	1.75E-04	2.32E-04
144.9283	1.20E-03	5.38E-04	1.39E-03	1.70E-03	1.82E-03	1.27E-03	5.32E-04	1.35E-03	1.66E-03	2.27E-03	1.29E-03	5.24E-04	1.41E-03	1.71E-03	1.86E-03
145.9641	1.64E-04	1.18E-04	1.63E-04	2.39E-04	2.41E-04	1.45E-04	1.28E-04	1.72E-04	2.18E-04	2.72E-04	1.38E-04	1.11E-04	1.61E-04	2.36E-04	2.64E-04
146.9821	6.64E-04	2.78E-04	8.13E-04	9.49E-04	1.09E-03	7.79E-04	3.28E-04	8.56E-04	9.83E-04	1.61E-03	7.43E-04	3.32E-04	8.08E-04	9.76E-04	1.07E-03
147.9807	1.03E-04	2.58E-05	1.14E-04	1.39E-04	1.64E-04	1.11E-04	3.13E-05	1.18E-04	1.56E-04	2.07E-04	9.39E-05	3.15E-05	1.13E-04	1.42E-04	1.43E-04
149.0007	4.55E-04	4.30E-05	6.50E-04	7.59E-04	8.69E-04	5.82E-04	4.07E-05	7.64E-04	8.45E-04	1.27E-03	5.41E-04	3.29E-05	7.21E-04	8.21E-04	8.47E-04
149.9762	1.14E-04	1.15E-05	1.25E-04	1.50E-04	1.67E-04	1.29E-04	8.61E-06	1.41E-04	1.62E-04	2.13E-04	1.10E-04	1.32E-05	1.34E-04	1.73E-04	1.78E-04
150.9632	2.27E-04	1.79E-05	3.21E-04	4.03E-04	4.68E-04	2.82E-04	1.57E-05	3.30E-04	4.32E-04	6.72E-04	2.62E-04	1.90E-05	3.13E-04	3.96E-04	4.43E-04
151.9497	1.29E-04	1.51E-05	1.85E-04	1.90E-04	1.85E-04	1.69E-04	6.26E-06	1.68E-04	1.78E-04	2.97E-04	1.41E-04	9.52E-06	1.55E-04	1.61E-04	1.66E-04
152.9464	2.46E-04	2.51E-05	3.13E-04	3.99E-04	4.29E-04	2.61E-04	2.74E-05	3.17E-04	4.01E-04	5.80E-04	2.67E-04	2.05E-05	2.91E-04	4.02E-04	4.47E-04
153.946	1.61E-04	1.29E-05	1.67E-04	1.65E-04	1.82E-04	1.62E-04	9.39E-06	1.72E-04	1.84E-04	2.59E-04	1.62E-04	1.32E-05	1.58E-04	1.62E-04	1.64E-04
154.9279	9.27E-04	1.65E-05	1.37E-03	1.11E-03	1.02E-03	1.41E-03	2.43E-05	1.43E-03	1.21E-03	1.78E-03	1.19E-03	2.56E-05	1.25E-03	1.05E-03	8.87E-04
155.9693	2.61E-04	7.68E-05	1.39E-04	1.47E-04	1.87E-04	1.19E-04	8.69E-05	1.34E-04	1.60E-04	2.73E-04	1.11E-04	5.86E-05	1.38E-04	1.56E-04	1.84E-04
156.9409	9.54E-04	1.13E-04	7.09E-04	6.82E-04	6.66E-04	7.36E-04	1.21E-04	7.47E-04	7.33E-04	1.16E-03	6.38E-04	1.10E-04	6.67E-04	6.54E-04	6.21E-04
157.9705	1.48E-04	9.18E-05	1.75E-04	2.56E-04	2.99E-04	1.53E-04	9.00E-05	1.81E-04	2.61E-04	3.58E-04	1.44E-04	8.78E-05	1.76E-04	2.67E-04	3.15E-04
158.949	2.65E-04	4.88E-05	2.88E-04	3.99E-04	4.75E-04	2.64E-04	5.17E-05	3.08E-04	4.21E-04	6.06E-04	2.61E-04	6.00E-05	3.02E-04	4.00E-04	4.54E-04
159.9583	1.49E-04	4.66E-05	1.72E-04	1.98E-04	2.20E-04	1.38E-04	3.76E-05	1.73E-04	2.06E-04	3.06E-04	1.41E-04	3.95E-05	1.68E-04	2.12E-04	2.23E-04
160.9198	1.27E-03	1.03E-04	1.10E-03	1.19E-03	1.23E-03	1.20E-03	1.03E-04	1.14E-03	1.21E-03	1.32E-03	1.19E-03	9.00E-05	1.23E-03	1.27E-03	1.21E-03
161.9302	3.94E-04	7.32E-05	3.66E-04	3.67E-04	4.37E-04	3.69E-04	5.79E-05	3.72E-04	3.87E-04	4.14E-04	3.48E-04	6.81E-05	3.71E-04	4.02E-04	4.27E-04
162.9353	1.31E-03	3.29E-04	1.61E-03	1.94E-03	2.06E-03	1.54E-03	3.24E-04	1.63E-03	1.91E-03	2.04E-03	1.55E-03	3.76E-04	1.64E-03	1.89E-03	2.00E-03
163.9453	1.29E-04	4.95E-05	1.44E-04	1.60E-04	1.63E-04	1.46E-04	4.62E-05	1.44E-04	1.57E-04	1.99E-04	1.26E-04	4.90E-05	1.33E-04	1.74E-04	1.63E-04
164.9464	3.64E-04	5.88E-05	4.87E-04	6.27E-04	6.12E-04	4.50E-04	7.59E-05	4.90E-04	5.90E-04	7.46E-04	4.22E-04	5.71E-05	4.86E-04	5.58E-04	6.04E-04
165.9696	7.70E-05	2.08E-05	8.60E-05	1.13E-04	1.30E-04	8.16E-05	2.11E-05	9.33E-05	1.18E-04	1.81E-04	7.67E-05	1.83E-05	7.96E-05	1.15E-04	1.33E-04
166.9687	2.13E-04	2.58E-05	3.25E-04	3.61E-04	4.15E-04	2.64E-04	1.96E-05	3.62E-04	4.01E-04	6.06E-04	2.37E-04	2.27E-05	2.98E-04	3.78E-04	3.87E-04
167.9568	8.44E-05	4.59E-05	8.12E-05	1.07E-04	1.29E-04	8.13E-05	4.85E-05	9.47E-05	1.08E-04	1.76E-04	7.70E-05	4.25E-05	8.97E-05	1.07E-04	1.23E-04
168.9541	3.18E-04	1.77E-04	4.56E-04	5.79E-04	6.84E-04	3.76E-04	1.82E-04	4.33E-04	6.39E-04	8.17E-04	3.73E-04	1.87E-04	4.49E-04	5.96E-04	6.54E-04
169.968	1.23E-04	4.09E-05	1.19E-04	1.53E-04	1.73E-04	9.17E-05	3.91E-05	1.11E-04	1.54E-04	2.00E-04	8.92E-05	3.15E-05	1.15E-04	1.46E-04	1.66E-04
170.9564	3.00E-04	3.37E-05	4.10E-04	5.92E-04	6.99E-04	3.68E-04	2.97E-05	4.34E-04	6.07E-04	8.35E-04	3.53E-04	3.15E-05	4.31E-04	5.80E-04	7.21E-04
171.9728	9.18E-05	1.43E-05	1.13E-04	1.44E-04	1.57E-04	8.83E-05	3.13E-06	9.47E-05	1.42E-04	2.40E-04	8.37E-05	1.02E-05	1.09E-04	1.44E-04	1.58E-04
172.9327	5.58E-04	1.36E-05	8.81E-04	8.52E-04	8.70E-04	8.03E-04	1.41E-05	8.57E-04	8.86E-04	1.34E-03	6.76E-04	1.46E-05	8.02E-04	8.02E-04	8.42E-04
173.9613	8.62E-05	1.00E-05	1.19E-04	1.56E-04	1.68E-04	9.92E-05	3.91E-06	1.19E-04	1.67E-04	2.30E-04	1.04E-04	5.86E-06	1.26E-04	1.48E-04	1.86E-04
174.9221	3.66E-04	1.65E-05	5.10E-04	4.58E-04	5.35E-04	4.58E-04	1.49E-05	5.39E-04	5.18E-04	9.04E-04	3.91E-04	1.32E-05	4.82E-04	4.80E-04	5.06E-04
175.9473	1.94E-04	1.08E-05	2.53E-04	2.80E-04	3.10E-04	2.47E-04	6.26E-06	2.70E-04	3.13E-04	3.58E-04	2.21E-04	5.86E-06	2.59E-04	3.07E-04	3.05E-04
176.9463	3.03E-04	1.58E-05	3.60E-04	4.36E-04	4.98E-04	3.49E-04	1.10E-05	3.74E-04	4.59E-04	5.95E-04	3.38E-04	1.61E-05	3.55E-04	4.38E-04	4.64E-04
177.9254	3.16E-04	5.88E-05	2.33E-04	2.28E-04	2.22E-04	2.65E-04	5.01E-05	2.33E-04	2.40E-04	2.72E-04	2.66E-04	4.98E-05	2.50E-04	2.38E-04	2.37E-04
178.9293	6.00E-03	1.78E-03	5.94E-03	6.29E-03	6.47E-03	6.43E-03	1.68E-03	6.44E-03	6.66E-03	6.12E-03	6.39E-03	1.74E-03	6.75E-03	6.85E-03	6.61E-03
179.9349	1.59E-04	4.21E-04	1.67E-04	1.83E-04	2.09E-04	1.57E-04	4.05E-04	1.68E-04	2.04E-04	2.35E-04	1.62E-04	4.32E-04	1.74E-04	2.08E-04	2.00E-04
180.9315	8.14E-04	4.61E-04	9.45E-04	1.02E-03	1.07E-03	1.01E-03	4.57E-04	1.01E-03	1.08E-03	1.18E-03	9.87E-04	4.41E-04	1.03E-03	1.10E-03	1.07E-03
181.9398	1.22E-04	1.11E-04	1.31E-04	1.65E-04	1.89E-04	1.11E-04	1.04E-04	1.39E-04	1.81E-04	2.21E-04	1.22E-04	9.88E-05	1.24E-04	1.76E-04	2.01E-04
182.9999	6.78E-04	7.17E-05	3.61E-04	4.52E-04	4.36E-04	3.18E-04	8.69E-05	3.39E-04	4.49E-04	6.24E-04	3.00E-04	7.91E-05	3.37E-04	4.44E-04	4.68E-04
183.9776	1.54E-04	2.08E-05	1.09E-04	1.43E-04	1.58E-04	8.46E-05	1.25E-05	1.04E-04	1.56E-04	2.06E-04	9.15E-05	1.68E-05	9.88E-05	1.54E-04	1.81E-04
184.9853	3.31E-04	2.14E-04	3.83E-04	4.28E-04	4.98E-04	3.37E-04	2.80E-04	3.91E-04	4.72E-04	5.87E-04	3.40E-04	2.99E-04	3.70E-04	4.72E-04	5.03E-04
185.9534	1.06E-04	2.44E-05	1.38E-04	1.71E-04	1.98E-04	9.84E-05	1.49E-05	1.42E-04	1.83E-04	2.12E-04	1.03E-04	2.78E-05	1.33E-04	1.68E-04	2.00E-04
186.9352	5.45E-04	2.15E-05	7.95E-04	1.10E-03	1.26E-03	6.47E-04	2.74E-05	7.87E-04	1.12E-03	1.24E-03	6.84E-04	3.51E-05	7.99E-04	1.08E-03	1.29E-03
187.9378	1.31E-04	7.17E-06	2.00E-04	2.54E-04	3.07E-04	1.48E-04	1.41E-05	2.11E-04	2.73E-04	3.33E-04	1.22E-04	4.39E-06	1.90E-04	2.72E-04	2.85E-04
188.9502	4.27E-04	2.15E-05	6.30E-04	7.60E-04	8.53E-04	5.32E-04	2.43E-05	6.32E-04	7.86E-04	8.82E-04	4.88E-04	1.54E-05	6.33E-04	7.26E-04	8.06E-04
189.9611	7.57E-05	7.17E-06	1.08E-04	1.23E-04	1.46E-04	8.80E-05	7.83E-06	1.10E-04	1.44E-04	1.72E-04	9.31E-05	6.59E-06	9.98E-05	1.30E-04	1.38E-04
190.954	3.01E-04	1.29E-05	4.77E-04	5.19E-04	6.06E-04	4.20E-04	1.80E-05	4.98E-04	5.89E-04	7.52E-04	3.43E-04	1.24E-05	4.49E-04	5.55E-04	5.83E-04
191.9549	5.48E-05	1.08E-05	6.94E-05	8.40E-05	1.01E-04	7.04E-05	1.57E-05	7.56E-05	9.14E-05	1.25E-04	6.41E-05	1.61E-05	7.78E-05	9.76E-05	1.01E-04
192.9494	1.64E-04	5.67E-05	2.13E-04	2.49E-04	2.89E-04	2.14E-04	5.87E-05	2.14E-04	2.70E-04	4.21E-04	1.84E-04	4.32E-05	2.09E-04	2.53E-04	2.78E-04
193.9475	1.04E-04	2.22E-05	1.06E-04	1.26E-04	1.41E-04	1.09E-04	2.43E-05	1.30E-04	1.29E-04	1.75E-04	1.07E-04	2.64E-05	1.20E-04	1.47E-04	1.50E-04
194.9353	4.36E-04	2.22E-05	3.28E-04	4.59E-04	5.24E-04	3.45E-04	1.41E-05	3.24E-04	4.65E-04	5.92E-04	3.27E-04	2.05E-05	3.50E-04	4.35E-04	5.34E-04
195.939	2.14E-04	7.81E-04	1.76E-04	1.76E-04	1.87E-04	1.67E-04	7.86E-04	1.82E-04	2.02E-04	2.46E-04	1.77E-04	7.15E-04	1.89E-04	2.02E-04	1.91E-04
196.938	1.51E-03	2.76E-03	1.75E-03	1.69E-03	1.76E-03	2.04E-03	2.51E-03	1.95E-03	1.89E-03	2.10E-03	1.93E-03	2.51E-03	1.95E-03	1.87E-03	1.74E-03
197.9439	1.08E-04	5.18E-04	1.18E-04	1.37E-04	1.50E-04	1.26E-04	4.96E-04	1.31E-04	1.49E-04	1.99E-04	1.06E-04	5.05E-04	1.25E-04	1.28E-04	1.46E-04
198.9129	1.09E-03	5.62E-04	6.10E-04	6.11E-04	6.08E-04	6.51E-04	5.11E-04	6.50E-04	6.47E-04	9.99E-04	5.29E-04	5.31E-04	6.02E-04	6.03E-04	5.88E-04
199.9281	1.03E-04	8.61E-05	1.12E-04	1.32E-04	1.46E-04	9.84E-05	7.83E-05	1.16E-04	1.24E-04	1.76E-04	9.66E-05	8.27E-05	1.07E-04	1.22E-04	1.49E-04
200.931	2.30E-04	5.88E-05	3.16E-04	3.92E-04	4.44E-04	2.70E-04	7.05E-05	3.30E-04	4.20E-04	5.48E-04	2.64E-04	5.78E-05	3.05E-04	4.10E-04	4.11E-04
201.9592	7.31E-05	1.00E-05	8.19E-05	1.05E-04	1.20E-04	6.86E-05	9.39E-06	8.95E-05	1.23E-04	1.46E-04	6.96E-05	8.05E-06	8.46E-05	1.14E-04	1.14E-04
202.9376	4.01E-04	2.65E-05	6.30E-04	7.62E-04	8.79E-04	4.85E-04	1.49E-05	6.52E-04	7.96E-04	9.43E-04	4.68E-04	2.27E-05	6.09E-04	7.99E-04	8.80E-04
203.9274	9.71E-05	1.65E-05	9.93E-05	1.21E-04	1.45E-04	7.79E-05	2.19E-05	1.00E-04	1.24E-04	1.70E-04	7.16E-05	2.93E-05	9.95E-05	1.20E-04	1.42E-04
204.9066	5.53E-04	4.73E-05	7.54E-04	9.37E-04	1.02E-03	6.89E-04	5.09E-05	7.46E-04	9.33E-04	1.01E-03	6.84E-04	5.78E-05	7.67E-04	9.33E-04	9.86E-04
205.9371	9.14E-05	3.80E-05	1.07E-04	1.46E-04	1.80E-04	9.99E-05	3.52E-05	1.19E-04	1.65E-04	2.01E-04	1.04E-04	3.15E-05	1.18E-04	1.57E-04	1.76E-04
206.9214	3.17E-04	2.65E-05	4.01E-04	5.32E-04	5.59E-04	3.79E-04	2.19E-05	4.16E-04	5.43E-04	6.27E-04	3.60E-04	2.34E-05	4.18E-04	5.27E-04	5.66E-04
207.9538	5.96E-05	1.43E-05	8.93E-05	1.01E-04	1.36E-04	5.89E-05	1.02E-05	8.29E-05	1.17E-04	1.54E-04	6.65E-05	1.17E-05	8.65E-05	1.17E-04	1.41E-04
208.9654	2.01E-04	2.30E-05	2.07E-04	2.47E-04	2.96E-04	1.89E-04	2.43E-05	2.18E-04	2.70E-04	4.02E-04	1.78E-04	2.71E-05	1.97E-04	2.61E-04	2.81E-04
209.9754	6.09E-05	1.08E-05	7.75E-05	1.04E-04	1.28E-04	7.49E-05	1.57E-05	7.46E-05	1.11E-04	1.34E-04	7.20E-05	9.52E-06	7.56E-05	9.98E-05	1.19E-04
210.956	2.26E-04	1.36E-05	2.35E-04	3.60E-04	4.05E-04	2.25E-04	1.72E-05	2.35E-04	3.60E-04	4.98E-04	2.07E-04	9.52E-06	2.28E-04	3.39E-04	4.19E-04
211.9573	6.83E-05	6.46E-06	7.45E-05	1.02E-04	1.14E-04	6.97E-05	4.70E-06	8.25E-05	1.07E-04	1.44E-04	6.65E-05	8.05E-06	8.36E-05	1.03E-04	1.14E-04
212.9341	2.38E-04	3.87E-05	2.92E-04	3.90E-04	4.80E-04	2.56E-04	5.01E-05	2.74E-04	4.24E-04	5.06E-04	2.48E-04	5.42E-05	3.00E-04	3.76E-04	4.82E-04
213.9253	7.49E-05	1.51E-05	8.75E-05	1.12E-04	1.30E-04	8.80E-05	1.41E-05	1.01E-04	1.06E-04	1.63E-04	9.11E-05	1.32E-05	9.51E-05	1.12E-04	1.25E-04
214.9106	4.05E-04	2.30E-05	6.50E-04	5.77E-04	5.68E-04	6.66E-04	1.33E-05	6.80E-04	6.37E-04	9.10E-04	5.59E-04	1.02E-05	6.04E-04	5.68E-04	5.08E-04
215.9325	5.22E-05	8.61E-06	7.49E-05	8.59E-05	1.03E-04	7.34E-05	8.61E-06	7.04E-05	9.76E-05	1.37E-04	6.30E-05	6.59E-06	7.81E-05	8.77E-05	1.03E-04
216.9075	2.71E-04	2.51E-05	3.42E-04	3.34E-04	3.35E-04	3.57E-04	2.19E-05	3.71E-04	3.83E-04	5.81E-04	3.00E-04	1.90E-05	3.38E-04	3.18E-04	3.08E-04
217.9513	5.57E-05	8.61E-06	7.79E-05	1.00E-04	1.12E-04	7.68E-05	8.61E-06	8.25E-05	1.05E-04	1.42E-04	8.10E-05	1.32E-05	7.92E-05	9.42E-05	1.15E-04
218.9228	1.60E-04	5.74E-06	1.76E-04	2.42E-04	2.82E-04	1.87E-04	1.02E-05	2.11E-04	2.70E-04	3.80E-04	1.69E-04	1.10E-05	1.93E-04	2.48E-04	2.81E-04
219.9079	9.97E-05	1.51E-05	1.14E-04	1.36E-04	1.48E-04	1.07E-04	1.10E-05	1.15E-04	1.42E-04	1.75E-04	1.08E-04	8.05E-06	1.13E-04	1.20E-04	1.43E-04
220.89	1.85E-03	3.23E-05	1.76E-03	1.79E-03	1.86E-03	1.80E-03	3.99E-05	1.80E-03	1.91E-03	1.82E-03	1.87E-03	3.66E-05	1.93E-03	1.96E-03	1.89E-03
221.9064	2.19E-04	1.94E-05	2.71E-04	3.04E-04	3.53E-04	2.52E-04	1.96E-05	2.68E-04	3.36E-04	3.48E-04	2.66E-04	2.42E-05	2.91E-04	3.29E-04	3.63E-04
222.9148	1.12E-03	3.94E-05	1.38E-03	1.72E-03	2.00E-03	1.42E-03	3.13E-05	1.46E-03	1.84E-03	1.89E-03	1.40E-03	4.47E-05	1.49E-03	1.77E-03	1.90E-03
223.9162	1.07E-04	2.58E-05	1.09E-04	1.40E-04	1.57E-04	1.28E-04	1.33E-05	1.25E-04	1.54E-04	1.94E-04	1.16E-04	1.54E-05	1.19E-04	1.34E-04	1.67E-04
224.9242	2.39E-04	2.37E-05	2.93E-04	3.71E-04	3.87E-04	2.84E-04	2.19E-05	3.07E-04	3.70E-04	4.69E-04	2.91E-04	2.64E-05	2.90E-04	3.61E-04	3.98E-04
225.9387	6.92E-05	9.32E-06	7.49E-05	9.68E-05	1.05E-04	7.16E-05	5.48E-06	8.32E-05	1.01E-04	1.38E-04	7.04E-05	8.78E-06	7.38E-05	1.03E-04	1.26E-04
226.9464	1.51E-04	6.46E-06	1.94E-04	2.19E-04	2.64E-04	2.07E-04	7.04E-06	2.03E-04	2.56E-04	3.51E-04	1.93E-04	1.02E-05	1.95E-04	2.54E-04	2.73E-04
227.9215	6.27E-05	1.08E-05	6.64E-05	9.04E-05	1.04E-04	6.75E-05	8.61E-06	7.32E-05	9.79E-05	1.29E-04	7.39E-05	5.12E-06	7.20E-05	9.45E-05	1.03E-04
228.9021	3.03E-04	1.72E-05	4.44E-04	6.38E-04	7.09E-04	3.78E-04	1.41E-05	4.34E-04	6.10E-04	7.36E-04	3.80E-04	1.61E-05	4.45E-04	5.94E-04	6.94E-04
229.9216	7.62E-05	1.51E-05	9.56E-05	1.27E-04	1.62E-04	8.39E-05	1.10E-05	9.29E-05	1.39E-04	1.67E-04	7.78E-05	1.17E-05	1.04E-04	1.36E-04	1.56E-04
230.9188	2.91E-04	1.15E-05	3.85E-04	5.61E-04	6.53E-04	3.47E-04	8.61E-06	4.02E-04	5.69E-04	6.53E-04	3.40E-04	1.90E-05	4.01E-04	5.42E-04	6.49E-04
231.9324	8.18E-05	1.00E-05	9.59E-05	1.22E-04	1.47E-04	8.31E-05	8.61E-06	9.40E-05	1.34E-04	1.68E-04	8.45E-05	5.86E-06	9.80E-05	1.33E-04	1.53E-04
232.9169	2.73E-04	1.86E-05	4.15E-04	4.36E-04	4.71E-04	3.92E-04	1.88E-05	4.21E-04	4.34E-04	6.81E-04	3.37E-04	1.83E-05	3.84E-04	3.97E-04	4.28E-04
233.9506	7.92E-05	1.58E-05	8.97E-05	1.23E-04	1.47E-04	9.09E-05	1.02E-05	9.16E-05	1.28E-04	1.73E-04	7.43E-05	8.05E-06	1.03E-04	1.22E-04	1.38E-04
234.9139	1.68E-04	8.61E-06	2.55E-04	2.84E-04	3.03E-04	2.44E-04	1.64E-05	2.71E-04	2.93E-04	4.65E-04	2.30E-04	5.12E-06	2.41E-04	2.69E-04	3.00E-04
235.9225	1.58E-04	6.46E-06	2.01E-04	2.35E-04	2.57E-04	2.12E-04	4.70E-06	2.24E-04	2.53E-04	2.93E-04	2.01E-04	4.39E-06	2.22E-04	2.44E-04	2.59E-04
236.9149	3.16E-04	1.15E-05	3.43E-04	4.48E-04	5.19E-04	3.23E-04	1.17E-05	3.56E-04	4.61E-04	6.15E-04	3.18E-04	7.32E-06	3.58E-04	4.48E-04	4.96E-04
237.9126	2.26E-04	3.37E-05	1.89E-04	1.99E-04	2.35E-04	2.32E-04	3.13E-05	2.20E-04	2.31E-04	2.51E-04	2.18E-04	2.56E-05	2.06E-04	2.16E-04	2.36E-04
238.9119	3.57E-03	4.67E-04	3.93E-03	4.36E-03	4.63E-03	4.32E-03	4.32E-04	4.31E-03	4.72E-03	4.68E-03	4.26E-03	4.50E-04	4.50E-03	4.81E-03	4.76E-03
239.9009	1.28E-04	1.33E-04	1.59E-04	1.71E-04	1.75E-04	1.64E-04	1.10E-04	1.68E-04	1.74E-04	2.27E-04	1.54E-04	1.16E-04	1.66E-04	1.66E-04	1.54E-04
240.9007	5.18E-04	1.26E-04	6.87E-04	7.49E-04	7.26E-04	7.84E-04	1.21E-04	7.47E-04	8.02E-04	9.83E-04	6.95E-04	1.29E-04	7.15E-04	7.32E-04	6.77E-04
241.9006	8.31E-05	3.08E-05	9.56E-05	1.12E-04	1.27E-04	9.58E-05	2.97E-05	1.03E-04	1.21E-04	1.71E-04	8.84E-05	3.44E-05	1.04E-04	1.11E-04	1.28E-04
242.8969	2.13E-04	2.08E-05	3.00E-04	3.33E-04	3.66E-04	2.68E-04	1.64E-05	3.18E-04	3.55E-04	4.89E-04	2.47E-04	2.64E-05	2.60E-04	3.31E-04	3.44E-04
243.9276	6.88E-05	7.17E-06	6.64E-05	9.50E-05	1.07E-04	6.93E-05	5.48E-06	7.77E-05	8.43E-05	1.32E-04	6.18E-05	4.39E-06	6.19E-05	9.42E-05	1.14E-04
244.9026	2.46E-04	5.02E-06	3.46E-04	4.43E-04	5.20E-04	2.93E-04	1.02E-05	3.19E-04	4.67E-04	5.48E-04	2.83E-04	8.05E-06	3.24E-04	4.66E-04	5.20E-04
245.9163	5.70E-05	6.46E-06	7.01E-05	1.12E-04	1.22E-04	6.49E-05	7.04E-06	7.66E-05	1.08E-04	1.44E-04	6.06E-05	2.93E-06	7.05E-05	9.98E-05	1.27E-04
246.913	5.03E-04	1.29E-05	7.48E-04	1.05E-03	1.19E-03	6.37E-04	1.02E-05	7.59E-04	1.08E-03	1.16E-03	6.34E-04	8.78E-06	7.40E-04	1.06E-03	1.17E-03
247.9017	1.73E-04	8.61E-06	1.93E-04	2.40E-04	2.69E-04	1.64E-04	3.13E-06	1.98E-04	2.53E-04	2.92E-04	1.63E-04	6.59E-06	1.83E-04	2.46E-04	2.74E-04
248.9033	3.27E-04	7.89E-06	4.76E-04	5.99E-04	6.54E-04	4.35E-04	7.04E-06	4.96E-04	6.38E-04	7.28E-04	4.34E-04	1.02E-05	4.73E-04	5.83E-04	6.61E-04
249.9208	6.44E-05	7.17E-06	9.45E-05	1.22E-04	1.23E-04	7.90E-05	3.13E-06	9.43E-05	1.14E-04	1.52E-04	7.24E-05	2.93E-06	8.46E-05	1.09E-04	1.18E-04
250.9425	2.32E-04	1.15E-05	3.23E-04	3.66E-04	4.22E-04	3.12E-04	1.88E-05	3.55E-04	4.12E-04	5.42E-04	2.91E-04	1.83E-05	3.19E-04	4.14E-04	3.98E-04
251.925	5.22E-05	7.17E-06	6.57E-05	9.53E-05	9.29E-05	6.78E-05	7.04E-06	5.86E-05	8.73E-05	1.13E-04	5.63E-05	3.66E-06	6.19E-05	8.59E-05	9.11E-05
